Main Category,Sub-Category,Hierarchy Path,Component Role,Constraint Text,Subcategory Min Qty,Subcategory Max Qty,Table Rule/Note,Product #,Option Type,Description,Current Qty,Unit Price (USD),Price Delta (USD),Extended Price (USD),Price per GB (USD),HPE Recommended,Start Date,Discontinued Date,Diff Status,Previous List Price (USD),Price Change (USD),Price Change (%),Price History Trail
PCIe Risers,Secondary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Secondary PCIe Risers,PCIe Riser,max 3,0,3,Selection constraint for Secondary PCIe Risers: max 3,P74734-B21,Standard,HPE ProLiant Compute DL380 Gen12 2SFF Rear Primary/Secondary Riser Cage Kit,0,$233.00,,NA,,No,02/24/2025,06/30/2029,UNCHANGED,$233.00,$0.00,$0.00,2026-08-22: $233.00 → 2026-08-24: $2242025.00 (▲)
PCIe Risers,Secondary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Secondary PCIe Risers,PCIe Riser,max 3,0,3,Selection constraint for Secondary PCIe Risers: max 3,P74743-B21,Standard,HPE ProLiant Compute DL3XX Gen12 Rear 2SFF U.3 HDD Stacking Drive Cage Kit,0,$198.00,,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$198.00,$0.00,$0.00,2026-08-22: $198.00 → 2026-08-24: $2242025.00 (▲)
PCIe Risers,Secondary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Secondary PCIe Risers,PCIe Riser,max 3,0,3,Selection constraint for Secondary PCIe Risers: max 3,P74749-B21,Standard,HPE ProLiant Compute DL3XX Gen12 SFF Universal Media Bay Kit,0,$152.00,,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$152.00,$0.00,$0.00,2026-08-22: $152.00 → 2026-08-24: $2242025.00 (▲)
PCIe Risers,Secondary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Secondary PCIe Risers,PCIe Riser,max 3,0,3,Selection constraint for Secondary PCIe Risers: max 3,P75740-B21,Standard,HPE ProLiant Compute DL3XX Gen12 8SFF x1 U.3 Tri-Mode Drive Cage Kit,0,$260.00,,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$260.00,$0.00,$0.00,2026-08-22: $260.00 → 2026-08-24: $2242025.00 (▲)
PCIe Risers,Secondary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Secondary PCIe Risers,PCIe Riser,max 3,0,3,Selection constraint for Secondary PCIe Risers: max 3,P75741-B21,Standard,HPE ProLiant Compute DL3XX Gen12 8SFF x4 U.3 Tri-Mode Drive Cage Kit,0,$355.00,,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$355.00,$0.00,$0.00,2026-08-22: $355.00 → 2026-08-24: $2242025.00 (▲)
PCIe Risers,Secondary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Secondary PCIe Risers,PCIe Riser,max 3,0,3,Selection constraint for Secondary PCIe Risers: max 3,P75807-B21,Standard,HPE ProLiant Compute DL3XX Gen12 Front SFF for 2SFF Enablement U.3 HDD Front Cage Kit,0,$179.00,,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$179.00,$0.00,$0.00,2026-08-22: $179.00 → 2026-08-24: $2242025.00 (▲)
PCIe Risers,Secondary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Secondary PCIe Risers,PCIe Riser,max 3,0,3,Selection constraint for Secondary PCIe Risers: max 3,P76449-B21,Standard,HPE ProLiant Compute DL3XX Gen12 Multipurpose Drive Cage Kit,0,$73.00,,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$73.00,$0.00,$0.00,2026-08-22: $73.00 → 2026-08-24: $2242025.00 (▲)
PCIe Risers,Secondary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Secondary PCIe Risers,PCIe Riser,max 3,0,3,Selection constraint for Secondary PCIe Risers: max 3,P76450-B21,Standard,HPE ProLiant Compute Gen12 4EDSFF Drive Cage Kit,0,$169.00,,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$169.00,$0.00,$0.00,2026-08-22: $169.00 → 2026-08-24: $2242025.00 (▲)
Drive Enclosures / Drives,SFF Drive Cages & Enablement,HPE OCA > DL380 Gen12 > Drive Enclosures / Drives > SFF Drive Cages & Enablement,Drive Cage / Drive,max 24,0,24,Supported with EDSFF CTO Server only.,P74738-B21,Standard,HPE ProLiant Compute Gen12 12EDSFF Drive Cage Kit,0,$488.00,,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$488.00,$0.00,$0.00,2026-08-22: $488.00 → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,PCIe Riser,max 3,0,3,Supported with 8LFF and 12LFF CTO Server only.,P74741-B21,Standard,HPE ProLiant Compute DL380 Gen12 4LFF SAS/SATA LP Midplane Drive Cage Kit,0,$262.00,,NA,,No,02/24/2025,06/30/2029,UNCHANGED,$262.00,$0.00,$0.00,2026-08-22: $262.00 → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,PCIe Riser,max 3,0,3,Supported with 8LFF and 12LFF CTO Server only.,P74746-B21,Standard,HPE ProLiant Compute DL380 Gen12 2LFF Rear Primary Drive Cage Kit,0,$182.00,,NA,,No,02/24/2025,06/30/2029,UNCHANGED,$182.00,$0.00,$0.00,2026-08-22: $182.00 → 2026-08-24: $2242025.00 (▲)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,PCIe Riser,max 3,0,3,Supported with 8LFF and 12LFF CTO Server only.,P75411-B21,Standard,HPE ProLiant Compute DL380 Gen12 2LFF Rear/Tertiary Drive Cage Kit,0,$714.00,,NA,,No,02/24/2025,06/30/2029,UNCHANGED,$714.00,$0.00,$0.00,2026-08-22: $714.00 → 2026-08-24: $2242025.00 (▲)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,PCIe Riser,max 3,0,3,Supported with 8LFF and 12LFF CTO Server only.,P76875-B21,Standard,HPE ProLiant Compute DL380 Gen12 2LFF Rear Secondary Drive Cage Kit,0,$182.00,,NA,,No,02/24/2025,06/30/2029,UNCHANGED,$182.00,$0.00,$0.00,2026-08-22: $182.00 → 2026-08-24: $2242025.00 (▲)
Drive Enclosures / Drives,SFF Drive Cages & Enablement,HPE OCA > DL380 Gen12 > Drive Enclosures / Drives > SFF Drive Cages & Enablement,Drive Cage / Drive,max 24,0,24,Supported with 8LFF CTO Server only.,P74744-B21,Standard,HPE ProLiant Compute DL3XX Gen12 Front LFF for 2SFF Enablement Side-by-Side U.3 HDD Front Cage Kit,0,$224.00,,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$224.00,$0.00,$0.00,2026-08-22: $224.00 → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,Cable Kit,max 3,0,3,Nvme option not available with 8sff smart chassis choice.,DA8SFFX2,Standard,Direct Attach x2                       Define connection for 8SFF x4 Cage only needed if cage is selected.,0,$0.00,NA,NA,,No,01/01/2000,12/31/3999,UNCHANGED,N/A,$0.00,$0.00,2026-08-22: (no price) → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,Cable Kit,max 3,0,3,Nvme option not available with 8sff smart chassis choice.,DA8SFFX4,Standard,Direct Attach x4                       Define connection for 8SFF x4 Cage only needed if cage is selected.,0,$0.00,NA,NA,,No,01/01/2000,12/31/3999,UNCHANGED,N/A,$0.00,$0.00,2026-08-22: (no price) → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,Cable Kit,max 3,0,3,Nvme option not available with 8sff smart chassis choice.,P77955-B21,Standard,HPE ProLiant Compute DL380 Gen12 16SFF x2 1P Direct Attach FIO Bundle Kit                       Define connection for 8SFF x4 Cage only needed if cage is selected.,0,$1.00,NA,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$1.00,$0.00,$0.00,2026-08-22: $1.00 → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,Cable Kit,max 3,0,3,Nvme option not available with 8sff smart chassis choice.,P77958-B21,Standard,HPE ProLiant Compute DL380 Gen12 16SFF x2 1P Direct Attach Universal Media Bay FIO Bundle Kit                       Define connection for 8SFF x4 Cage only needed if cage is selected.,0,$1.00,NA,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$1.00,$0.00,$0.00,2026-08-22: $1.00 → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,Cable Kit,max 3,0,3,Nvme option not available with 8sff smart chassis choice.,P77931-B21,Standard,HPE ProLiant Compute DL380 Gen12 16SFF x4 Direct Attach Balanced FIO Bundle Kit                       Define connection for 8SFF x4 Cage only needed if cage is selected.,0,$1.00,NA,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$1.00,$0.00,$0.00,2026-08-22: $1.00 → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,Cable Kit,max 3,0,3,Nvme option not available with 8sff smart chassis choice.,P78064-B21,Standard,HPE ProLiant Compute DL380 Gen12 16SFF x4 Direct Attach Multiple Purpose Cage FIO Bundle Kit                       Define connection for 8SFF x4 Cage only needed if cage is selected.,0,$0.00,NA,NA,,No,05/05/2025,02/28/2028,UNCHANGED,N/A,$0.00,$0.00,2026-08-22: (no price) → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,Cable Kit,max 3,0,3,Nvme option not available with 8sff smart chassis choice.,P77934-B21,Standard,HPE ProLiant Compute DL380 Gen12 16SFF x4 Direct Attach Universal Media Bay FIO Bundle Kit                       Define connection for 8SFF x4 Cage only needed if cage is selected.,0,$1.00,NA,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$1.00,$0.00,$0.00,2026-08-22: $1.00 → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,PCIe Riser,max 3,0,3,Nvme option not available with 8sff smart chassis choice.,P77937-B21,Standard,HPE ProLiant Compute DL380 Gen12 24SFF x16/x16/x16 OCP Balanced FIO Bundle Kit                       Define connection for 8SFF x4 Cage only needed if cage is selected.,0,$1.00,NA,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$1.00,$0.00,$0.00,2026-08-22: $1.00 → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,PCIe Riser,max 3,0,3,Nvme option not available with 8sff smart chassis choice.,P77940-B21,Standard,HPE ProLiant Compute DL380 Gen12 24SFF x16/x16/x16 OCP Gen4 Retimer Card FIO Bundle Kit                       Define connection for 8SFF x4 Cage only needed if cage is selected.,0,$1.00,NA,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$1.00,$0.00,$0.00,2026-08-22: $1.00 → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,Cable Kit,max 3,0,3,Nvme option not available with 8sff smart chassis choice.,P77961-B21,Standard,HPE ProLiant Compute DL380 Gen12 24SFF x2 Direct Attach x16/x16/x16 OCP FIO Bundle Kit                       Define connection for 8SFF x4 Cage only needed if cage is selected.,0,$1.00,NA,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$1.00,$0.00,$0.00,2026-08-22: $1.00 → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,Cable Kit,max 3,0,3,Nvme option not available with 8sff smart chassis choice.,P78070-B21,Standard,HPE ProLiant Compute DL380 Gen12 8SFF x4 1P Direct Attach FIO Bundle Kit                       Define connection for 8SFF x4 Cage only needed if cage is selected.,0,$1.00,NA,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$1.00,$0.00,$0.00,2026-08-22: $1.00 → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,Cable Kit,max 3,0,3,Nvme option not available with 8sff smart chassis choice.,P78047-B21,Standard,HPE ProLiant Compute DL380 Gen12 8SFF x4 Direct Attach Balanced FIO Bundle Kit                       Define connection for 8SFF x4 Cage only needed if cage is selected.,0,$1.00,NA,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$1.00,$0.00,$0.00,2026-08-22: $1.00 → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,Cable Kit,max 3,0,3,Nvme option not available with 8sff smart chassis choice.,P78058-B21,Standard,HPE ProLiant Compute DL380 Gen12 8SFF x4 Direct Attach Multiple Purpose Cage FIO Bundle Kit                       Define connection for 8SFF x4 Cage only needed if cage is selected.,0,$0.00,NA,NA,,No,05/05/2025,02/28/2028,UNCHANGED,N/A,$0.00,$0.00,2026-08-22: (no price) → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,Cable Kit,max 3,0,3,Nvme option not available with 8sff smart chassis choice.,P78061-B21,Standard,HPE ProLiant Compute DL380 Gen12 8SFF x4 Direct Attach UMB Multiple Purpose Cage FIO Bundle Kit                       Define connection for 8SFF x4 Cage only needed if cage is selected.,0,$0.00,NA,NA,,No,05/05/2025,02/28/2028,UNCHANGED,N/A,$0.00,$0.00,2026-08-22: (no price) → 2026-08-24: (no price)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,PCIe Riser,max 3,0,3,Nvme option not available with 8sff smart chassis choice.,P77943-B21,Standard,HPE ProLiant Compute DL380 Gen12 Tertiary Riser 24SFF x16/x16/x16 OCP Balanced FIO Bundle Kit                       Define connection for 8SFF x4 Cage only needed if cage is selected.,0,$1.00,NA,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$1.00,$0.00,$0.00,2026-08-22: $1.00 → 2026-08-24: (no price)
Drive Enclosures / Drives,Drive Blank & FIO Enablement Kits,HPE OCA > DL380 Gen12 > Drive Enclosures / Drives > Drive Blank & FIO Enablement Kits,Drive Cage / Drive,max 24,0,24,Selection constraint for Drive Blank & FIO Enablement Kits: max 24,873763-B21,Standard,HPE ProLiant Compute DL380 No Drive Configuration FIO Kit,0,$14.00,NA,NA,,No,07/11/2017,06/30/2029,UNCHANGED,$14.00,$0.00,$0.00,2026-08-22: $14.00 → 2026-08-24: (no price)
PCIe Risers,Primary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Primary PCIe Risers,PCIe Riser,max 3,0,3,Selection constraint for Primary PCIe Risers: max 3,P48802-B21,Standard,HPE ProLiant DL380 Gen11 2U x8/x16/x8 Secondary Riser Kit,0,$265.00,,NA,,No,01/10/2023,05/31/2028,UNCHANGED,$265.00,$0.00,$0.00,2026-08-22: $265.00 → 2026-08-24: $1102023.00 (▲)
PCIe Risers,Primary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Primary PCIe Risers,PCIe Riser,max 3,0,3,Selection constraint for Primary PCIe Risers: max 3,P48803-B21,Standard,HPE ProLiant DL380 2U x16/x16/x16 Primary Riser Kit,0,$262.00,,NA,,No,01/10/2023,05/31/2028,UNCHANGED,$262.00,$0.00,$0.00,2026-08-22: $262.00 → 2026-08-24: $1102023.00 (▲)
PCIe Risers,Primary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Primary PCIe Risers,PCIe Riser,max 3,0,3,Selection constraint for Primary PCIe Risers: max 3,P51083-B21,Standard,HPE ProLiant DL380 2U x16/x16/x16 Secondary Riser Kit,0,$343.00,,NA,,No,01/10/2023,05/31/2028,UNCHANGED,$343.00,$0.00,$0.00,2026-08-22: $343.00 → 2026-08-24: $1102023.00 (▲)
PCIe Risers,Primary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Primary PCIe Risers,PCIe Riser,max 3,0,3,Selection constraint for Primary PCIe Risers: max 3,P76451-B21,Standard,HPE ProLiant Compute DL380 Gen12 2U 2x16 Tertiary Riser Kit,0,$619.00,,NA,,No,02/24/2025,06/30/2029,UNCHANGED,$619.00,$0.00,$0.00,2026-08-22: $619.00 → 2026-08-24: $2242025.00 (▲)
PCIe Risers,Tertiary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Tertiary PCIe Risers,PCIe Riser,max 3,0,3,Tertiary x8x16 Riser and OCPA x16/ CPU1 OCPB x8 cannot be selected together.,P74737-B21,Standard,HPE ProLiant Compute DL380 Gen12 2U x8/x16 Tertiary Riser Kit,0,$506.00,,NA,,No,02/24/2025,06/30/2029,UNCHANGED,$506.00,$0.00,$0.00,2026-08-22: $506.00 → 2026-08-24: (no price)
PCIe Risers,Primary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Primary PCIe Risers,PCIe Riser,max 3,0,3,Supported with EDSFF CTO Server only.,P80997-B21,Standard,HPE ProLiant Compute DL380 Gen12 Secondary Riser Paddle Card FIO Kit,0,$625.00,,NA,,No,08/04/2025,06/30/2029,UNCHANGED,$625.00,$0.00,$0.00,2026-08-22: $625.00 → 2026-08-24: (no price)
PCIe Risers,Primary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Primary PCIe Risers,PCIe Riser,max 3,0,3,Supported with EDSFF CTO Server only.,P83356-B21,Standard,HPE ProLiant Compute DL380 Gen12 Primary Riser Paddle Card FIO Kit,0,$590.00,,NA,,No,08/04/2025,06/30/2029,UNCHANGED,$590.00,$0.00,$0.00,2026-08-22: $590.00 → 2026-08-24: $8042025.00 (▲)
PCIe Risers,Primary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Primary PCIe Risers,Cable Kit,max 3,0,3,Selection constraint for Primary PCIe Risers: max 3,P76471-B21,Standard,HPE ProLiant Compute DL380 Gen12 x8 Riser Enablement Cable Kit,0,$89.00,,NA,,No,02/24/2025,06/30/2029,UNCHANGED,$89.00,$0.00,$0.00,2026-08-22: $89.00 → 2026-08-24: $2242025.00 (▲)
PCIe Risers,Primary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Primary PCIe Risers,PCIe Riser,max 3,0,3,Selection constraint for Primary PCIe Risers: max 3,P78117-B21,Standard,HPE ProLiant Compute DL380 Gen12 Primary Riser x16 FIO Bundle Kit,0,$1.00,,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$1.00,$0.00,$0.00,2026-08-22: $1.00 → 2026-08-24: $2242025.00 (▲)
PCIe Risers,Primary PCIe Risers,HPE OCA > DL380 Gen12 > PCIe Risers > Primary PCIe Risers,PCIe Riser,max 3,0,3,Selection constraint for Primary PCIe Risers: max 3,P78120-B21,Standard,HPE ProLiant Compute DL380 Gen12 Secondary Riser x16 FIO Bundle Kit,0,$1.00,,NA,,No,02/24/2025,02/28/2028,UNCHANGED,$1.00,$0.00,$0.00,2026-08-22: $1.00 → 2026-08-24: $2242025.00 (▲)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL380 Gen12 > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P74775-B21,Standard,HPE MR408i-p Gen11 x8 Lanes 4GB Cache PCI SPDM Plug-in Storage Controller,0,"$4,699.00",,NA,,No,04/07/2025,04/30/2029,UNCHANGED,"$4,699.00",$0.00,$0.00,2026-08-22: $4699.00 → 2026-08-24: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL380 Gen12 > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P47777-B21,Standard,HPE MR416i-p Gen11 x16 Lanes 8GB Cache PCI SPDM Plug-in Storage Controller,0,"$5,999.00",,NA,,No,11/10/2022,04/30/2029,UNCHANGED,"$5,999.00",$0.00,$0.00,2026-08-22: $5999.00 → 2026-08-24: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL380 Gen12 > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P47789-B21,Standard,HPE MR216i-o Gen11 x16 Lanes without Cache OCP SPDM Storage Controller,0,"$3,449.00",,NA,,No,11/10/2022,04/30/2029,UNCHANGED,"$3,449.00",$0.00,$0.00,2026-08-22: $3449.00 → 2026-08-24: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL380 Gen12 > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P75697-B21,Standard,HPE MR932i-p x32 Lanes PCIe Gen5 SPDM Plug-in Storage Controller,0,"$11,399.00",,NA,,No,02/02/2026,06/30/2029,UNCHANGED,"$11,399.00",$0.00,$0.00,2026-08-22: $11399.00 → 2026-08-24: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL380 Gen12 > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P25527-B21,Standard,HPE DL385 Gen10 Plus 12Gb NVMe 2-port Adapter,0,$633.00,,NA,,No,06/08/2020,05/31/2028,UNCHANGED,$633.00,$0.00,$0.00,2026-08-22: $633.00 → 2026-08-24: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL380 Gen12 > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P47781-B21,Standard,HPE MR416i-o Gen11 x16 Lanes 8GB Cache OCP SPDM Storage Controller,0,"$5,699.00",,NA,,No,11/10/2022,04/30/2029,UNCHANGED,"$5,699.00",$0.00,$0.00,2026-08-22: $5699.00 → 2026-08-24: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL380 Gen12 > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P47785-B21,Standard,HPE MR216i-p Gen11 x16 Lanes without Cache PCI SPDM Plug-in Storage Controller,0,"$3,499.00",,NA,,No,11/10/2022,04/30/2029,UNCHANGED,"$3,499.00",$0.00,$0.00,2026-08-22: $3499.00 → 2026-08-24: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL380 Gen12 > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P58335-B21,Standard,HPE MR408i-o Gen11 x8 Lanes 4GB Cache OCP SPDM Storage Controller,0,"$4,599.00",,NA,,No,11/10/2022,04/30/2029,UNCHANGED,"$4,599.00",$0.00,$0.00,2026-08-22: $4599.00 → 2026-08-24: (no price)
Storage Controllers,Smart Array SAS Controllers,HPE OCA > DL380 Gen12 > Storage Controllers > Smart Array SAS Controllers,Storage Controller,max 4,0,4,These products are hidden due to Supply constraints,804398-B21,Standard,HPE Smart Array E208e-p SR Gen10 (8 External Lanes/No Cache) 12G SAS PCIe Plug-in Controller,0,"$1,775.00",,NA,,No,07/11/2017,04/30/2029,UNCHANGED,"$1,775.00",$0.00,$0.00,2026-08-22: $1775.00 → 2026-08-24: (no price)
Accessories & Infrastructure,System Options,HPE OCA > DL380 Gen12 > Accessories & Infrastructure > System Options,Chassis Infrastructure,Optional,0,Optional,Selection constraint for System Options: optional,P79567-B21,Standard,HPE ProLiant Compute 18C Maximum Recommended Ambient Temperature Configuration Tracking,0,$1.00,$0.00,$1.00,,No,02/24/2025,04/30/2028,UNCHANGED,$1.00,$0.00,$0.00,"$2,026.00"
Accessories & Infrastructure,System Options,HPE OCA > DL380 Gen12 > Accessories & Infrastructure > System Options,Chassis Infrastructure,Optional,0,Optional,Selection constraint for System Options: optional,P79564-B21,Standard,HPE ProLiant Compute 20C Maximum Recommended Ambient Temperature Configuration Tracking,0,$1.00,$0.00,$1.00,,No,02/24/2025,04/30/2028,UNCHANGED,$1.00,$0.00,$0.00,"$2,026.00"
Accessories & Infrastructure,System Options,HPE OCA > DL380 Gen12 > Accessories & Infrastructure > System Options,Chassis Infrastructure,Optional,0,Optional,Selection constraint for System Options: optional,P79561-B21,Standard,HPE ProLiant Compute 23C Maximum Recommended Ambient Temperature Configuration Tracking,0,$1.00,$0.00,$1.00,,No,02/24/2025,04/30/2028,UNCHANGED,$1.00,$0.00,$0.00,"$2,026.00"
Accessories & Infrastructure,System Options,HPE OCA > DL380 Gen12 > Accessories & Infrastructure > System Options,Chassis Infrastructure,Optional,0,Optional,Selection constraint for System Options: optional,P79558-B21,Standard,HPE ProLiant Compute 25C Maximum Recommended Ambient Temperature Configuration Tracking,0,$1.00,$0.00,$1.00,,No,02/24/2025,04/30/2028,UNCHANGED,$1.00,$0.00,$0.00,"$2,026.00"
Accessories & Infrastructure,System Options,HPE OCA > DL380 Gen12 > Accessories & Infrastructure > System Options,Chassis Infrastructure,Optional,0,Optional,Selection constraint for System Options: optional,P79555-B21,Standard,HPE ProLiant Compute 27C Maximum Recommended Ambient Temperature Configuration Tracking,0,$1.00,$0.00,$1.00,,No,02/24/2025,04/30/2028,UNCHANGED,$1.00,$0.00,$0.00,"$2,026.00"
Accessories & Infrastructure,System Options,HPE OCA > DL380 Gen12 > Accessories & Infrastructure > System Options,Chassis Infrastructure,Optional,0,Optional,Selection constraint for System Options: optional,P79552-B21,Standard,HPE ProLiant Compute 30C Maximum Recommended Ambient Temperature Configuration Tracking,1,$1.00,Selected,$1.00,,No,02/24/2025,04/30/2028,UNCHANGED,$1.00,$0.00,$0.00,"$2,026.00"
Accessories & Infrastructure,Smart Storage Batteries,HPE OCA > DL380 Gen12 > Accessories & Infrastructure > Smart Storage Batteries,Cable Kit,Optional,0,Optional,Selection constraint for Smart Storage Batteries: optional,P01366-B21,Standard,HPE 96W Smart Storage Lithium-ion Battery with 145mm Cable Kit,0,$110.00,,NA,,No,12/18/2017,04/30/2029,UNCHANGED,$110.00,$0.00,$0.00,2026-08-22: $110.00 → 2026-08-24: (no price)
Accessories & Infrastructure,Smart Storage Batteries,HPE OCA > DL380 Gen12 > Accessories & Infrastructure > Smart Storage Batteries,Cable Kit,Optional,0,Optional,Selection constraint for Smart Storage Batteries: optional,P02377-B21,Standard,HPE Smart Storage Hybrid Capacitor with 145mm Cable Kit,0,$397.00,,NA,,No,04/02/2019,11/30/2026,UNCHANGED,$397.00,$0.00,$0.00,2026-08-22: $397.00 → 2026-08-24: (no price)
